difficulty,questionText
MEDIUM,What is query optimization?
MEDIUM,What is a transaction?
MEDIUM,What are ACID properties?
MEDIUM,What is COMMIT?
HARD,Explain the logical execution order of a SQL query.
HARD,Why can a SELECT alias usually not be used in the WHERE clause?
HARD,How does SQL determine the order of rows returned by a query?
HARD,Explain how SQL handles NULL values during comparisons.
HARD,Why does NULL = NULL not evaluate to TRUE?
HARD,Explain three-valued logic in SQL.
HARD,What is the difference between NOT IN and NOT EXISTS when NULL values are present?
HARD,Explain the difference between EXISTS and IN.
HARD,When is EXISTS generally preferable to IN?
HARD,How can an incorrect JOIN condition produce duplicate rows?
HARD,How would you identify and fix duplicate rows caused by a JOIN?
HARD,Explain the difference between INNER JOIN filtering and LEFT JOIN filtering.
HARD,Why can putting a condition on a LEFT JOIN table in WHERE accidentally turn it into an INNER JOIN?
HARD,How would you find the top three salaries in every department?
HARD,How would you find employees earning more than their department average?
HARD,How would you find the highest-paid employee in each department including ties?
HARD,How would you find the second highest distinct salary without using LIMIT?
HARD,How would you find consecutive duplicate records in a table?
HARD,How would you find gaps in sequential IDs?
HARD,How would you find missing dates in a date range?
HARD,How would you calculate a running total using a window function?
HARD,How would you calculate a moving average using SQL?
HARD,How would you calculate each employee's percentage of the department salary total?
HARD,How would you find the first and last record for each group?
HARD,How would you find the latest record for every customer?
HARD,How would you remove duplicates while keeping the newest record?
HARD,How would you solve a top-N-per-group problem using ROW_NUMBER()?
HARD,How would you solve a top-N-per-group problem using RANK()?
HARD,Explain the difference between ROW_NUMBER RANK and DENSE_RANK in a real interview problem.
HARD,What is a recursive CTE and when would you use one?
HARD,How would you query an employee-manager hierarchy using a recursive CTE?
HARD,What is a materialized view and how does it differ from a normal view?
HARD,What are the advantages and disadvantages of database views?
HARD,Can a view be updated?
HARD,How do indexes affect INSERT UPDATE and DELETE performance?
HARD,How does a database optimizer choose whether to use an index?
HARD,Why might a database ignore an index?
HARD,Why can an index on a low-cardinality column be ineffective?
HARD,What is index selectivity?
HARD,What is a composite index and how does column order affect it?
HARD,What is the leftmost-prefix principle for composite indexes?
HARD,How would you optimize a slow SQL query in production?
HARD,How would you read and analyze an execution plan?
HARD,What is a full table scan and when can it be acceptable?
HARD,What is a covering index and why can it improve query performance?
HARD,What is a transaction isolation level?
HARD,What are dirty reads non-repeatable reads and phantom reads?
HARD,Explain READ COMMITTED REPEATABLE READ and SERIALIZABLE.
HARD,What is a deadlock in a database?
HARD,How can SQL transactions cause deadlocks?
