difficulty,questionText
MEDIUM,What is constructor chaining?
MEDIUM,What is the difference between this() and super()?
MEDIUM,Where must this() or super() appear inside a constructor?
MEDIUM,What is the difference between shallow copy and deep copy?
MEDIUM,What is object cloning in Java?
MEDIUM,What is the Cloneable interface?
MEDIUM,What is the difference between ArrayList and LinkedList?
MEDIUM,What is the difference between ArrayList and array?
MEDIUM,What is the difference between HashSet and ArrayList?
MEDIUM,What is the difference between HashMap and HashSet?
MEDIUM,How does HashMap store key-value pairs?
MEDIUM,What happens when two keys have the same hash code?
HARD,Explain the Java Memory Model and its role in thread synchronization.
HARD,What is the happens-before relationship in Java?
HARD,What is a race condition and how can it be prevented?
HARD,What is a deadlock and how can it occur in Java?
HARD,What are the necessary conditions for a deadlock?
HARD,How can you prevent or detect deadlocks in Java?
HARD,What is the difference between synchronized and volatile?
HARD,What guarantees does the volatile keyword provide?
HARD,Why does volatile not guarantee atomicity?
HARD,What is the difference between synchronized methods and synchronized blocks?
HARD,What is intrinsic locking in Java?
HARD,What is reentrant synchronization?
HARD,What is the difference between wait() notify() and notifyAll()?
HARD,Why must wait() notify() and notifyAll() be called while holding the object's monitor?
HARD,What is the difference between sleep() and wait()?
HARD,What is the difference between Runnable and Callable?
HARD,What is the ExecutorService framework?
HARD,What is the difference between submit() and execute()?
HARD,What is a Future in Java concurrency?
HARD,What is CompletableFuture and why is it useful?
HARD,What is the difference between synchronized collections and concurrent collections?
HARD,How does ConcurrentHashMap provide thread safety?
HARD,Why does ConcurrentHashMap not allow null keys and null values?
HARD,What is the difference between AtomicInteger and synchronized access?
HARD,What is CAS and how is it used in Java concurrency?
HARD,What is the Java ForkJoinPool?
HARD,What is work stealing in the ForkJoin framework?
HARD,Explain the internal working of HashMap in Java.
HARD,How does HashMap handle collisions?
HARD,What happens when a HashMap bucket becomes highly populated?
HARD,What is the purpose of treeification in HashMap?
HARD,What is the load factor of HashMap?
HARD,How does HashMap resizing work?
HARD,What is the difference between HashMap and ConcurrentHashMap internally?
HARD,Explain the internal working of HashSet.
HARD,Why does HashSet use HashMap internally?
HARD,What happens if a mutable object is used as a HashMap key?
HARD,How does Java determine whether two HashMap keys are equal?
HARD,Explain the difference between fail-fast and fail-safe iterators.
HARD,How does ConcurrentModificationException occur?
HARD,What is type erasure in Java generics?
HARD,What are bounded wildcards in Java generics?
HARD,Explain the difference between <? extends T> and <? super T>.
HARD,What is the PECS principle in Java generics?
HARD,What are bridge methods generated by the Java compiler?
HARD,How does Java class loading work?
HARD,What are the Bootstrap Platform and Application class loaders?
HARD,What is parent delegation in Java class loading?
HARD,What is the difference between ClassNotFoundException and NoClassDefFoundError?
HARD,How does the Java garbage collector determine which objects are unreachable?
