difficulty,questionText
HARD,How would you solve the minimum-window-substring problem?
HARD,How would you solve the maximum subarray sum when the array contains negative values?
HARD,How would you find the maximum product subarray?
HARD,How would you find the intersection of two arrays efficiently?
HARD,How would you find the first missing positive integer in O(n) time and O(1) extra space?
HARD,How would you find duplicate numbers in an array without using extra space?
HARD,How would you solve the trapping-rain-water problem?
HARD,How would you solve the container-with-most-water problem?
HARD,How would you solve the three-sum problem efficiently?
HARD,How would you merge overlapping intervals?
HARD,How would you find the meeting rooms required for a set of intervals?
HARD,How would you detect a cycle in a linked list and find its starting node?
HARD,How would you determine whether a linked list is a palindrome?
HARD,How would you clone a linked list containing random pointers?
HARD,How would you merge k sorted linked lists efficiently?
HARD,How would you implement an LRU cache?
HARD,Why is a HashMap combined with a doubly linked list useful for an LRU cache?
HARD,How would you implement a stack that supports retrieving the minimum element in O(1)?
HARD,How would you implement a queue using two stacks?
HARD,How would you implement a stack using two queues?
HARD,How would you evaluate an arithmetic expression using stacks?
HARD,How would you find the next greater element for every array element?
HARD,How would you solve the largest rectangle in a histogram problem?
HARD,How would you find the kth largest element efficiently?
HARD,How would you build a binary tree from preorder and inorder traversals?
HARD,How would you serialize and deserialize a binary tree?
HARD,How would you find the lowest common ancestor in a binary tree?
HARD,How would you find the diameter of a binary tree?
HARD,How would you determine whether a binary tree is balanced?
HARD,How would you perform level-order traversal of a binary tree?
HARD,How would you find the kth smallest element in a binary search tree?
HARD,How would you validate whether a binary tree is a binary search tree?
HARD,How would you find the lowest common ancestor in a binary search tree?
HARD,How would you find the shortest path in an unweighted graph?
HARD,How would you find the shortest path in a weighted graph with non-negative weights?
HARD,Explain Dijkstra's algorithm and its time complexity.
HARD,When can Dijkstra's algorithm not be used?
HARD,Explain the Bellman-Ford algorithm.
HARD,How does Bellman-Ford detect negative cycles?
HARD,What is the difference between BFS Dijkstra and Bellman-Ford?
HARD,How would you detect a cycle in a directed graph?
